,rns,mrt,smsa,med,iq,kww,age,s,expr,tenure,lnw,wage
324,0,1,1,11,108,43,20,12,2.333,1,5.011,150.05473
325,0,0,1,12,116,35,21,16,2.5,1,6.323,557.2422
326,0,1,0,16,109,45,24,18,0.908,1,5.966,389.9428
327,0,0,1,12,97,39,22,12,2.568,1,4.942,140.05006
328,0,0,0,12,107,34,17,12,1.0,2,5.011,150.05473
329,0,1,0,12,95,27,26,12,8.027,2,5.894,362.85382
330,0,1,1,15,109,31,22,14,1.384,2,5.74,311.06433
331,0,1,0,12,104,36,19,12,1.9,3,5.768,319.89734
332,0,1,0,12,110,37,24,12,1.667,2,5.704,300.06528
333,0,0,1,13,94,40,27,13,4.088,1,6.176,481.0639
334,0,1,0,8,103,38,23,12,2.416,2,5.9,365.0375
335,0,0,1,8,123,45,18,12,0.0,1,5.727,307.0468
336,0,0,0,6,113,33,19,12,0.378,1,5.298,199.93651
337,0,0,0,12,100,31,20,13,0.0,1,5.136,170.0343
338,0,0,0,12,95,39,17,12,0.0,1,4.977,145.03865
339,0,1,0,8,100,34,22,12,3.831,5,5.273,195.00005
340,0,1,1,15,108,39,23,13,3.725,4,5.67,290.03455
341,0,1,1,12,101,47,24,12,0.769,1,5.361,212.93779
342,0,0,1,12,90,43,21,12,2.25,2,5.298,199.93651
343,0,1,1,8,115,41,21,12,2.94,4,5.737,310.1326
344,0,0,1,11,84,33,19,13,0.497,1,5.361,212.93779
345,0,1,1,12,125,44,24,14,0.0,2,5.572,262.9595
346,0,1,1,11,107,42,24,12,6.333,5,6.229,507.24802
347,0,0,1,8,129,33,20,13,0.0,1,5.858,350.02332
348,0,0,1,12,98,40,19,12,1.692,1,5.927,375.02777
349,0,0,1,8,108,41,24,12,5.19,6,5.684,294.12357
350,1,1,1,2,114,37,22,16,0.78,1,6.205,495.21893
351,0,1,0,12,111,37,25,16,0.0,1,5.663,288.0114
352,0,0,0,12,101,29,19,12,0.981,1,5.298,199.93651
353,0,0,0,12,99,25,20,12,3.083,1,4.949,141.03384
354,0,0,0,12,75,24,18,11,1.192,1,5.106,165.00899
355,0,0,0,6,91,29,24,12,0.0,1,5.787,326.0335
356,0,1,0,12,113,38,21,16,0.0,1,5.472,237.93562
357,0,1,0,8,120,34,26,12,8.444,1,5.501,244.93672
358,0,0,1,12,98,32,19,13,0.369,1,5.521,249.88478
359,0,1,1,16,107,31,23,16,0.458,2,6.098,444.96698
360,0,1,1,12,121,39,24,18,0.384,5,6.215,500.19608
361,0,0,1,12,134,42,22,15,0.0,1,5.663,288.0114
362,0,0,1,12,120,38,21,16,0.75,1,6.297,542.9406
363,0,0,1,12,105,36,22,15,1.02,1,5.617,275.063
364,0,1,1,10,121,40,26,12,0.0,3,6.301,545.1168
365,0,1,1,12,113,29,21,16,0.463,1,5.823,337.98447
366,0,1,1,12,106,37,20,12,0.0,1,5.784,325.0568
367,0,1,1,9,104,41,27,18,1.408,5,6.603,737.3039
368,0,0,1,10,80,23,19,11,0.0,1,5.617,275.063
369,0,0,1,10,117,28,17,12,1.0,1,5.784,325.0568
370,0,0,1,12,126,42,20,16,1.385,1,5.714,303.08102
371,0,0,1,10,112,42,22,12,4.961,1,5.58,265.0716
372,0,0,1,6,83,20,22,12,3.156,1,5.762,317.98367
373,0,0,1,6,84,13,19,10,0.0,1,4.828,124.9608
374,0,0,1,12,109,32,18,12,0.378,1,5.989,399.01532
375,0,0,1,12,111,25,21,14,0.0,0,6.131,459.89584
376,0,1,0,12,94,33,23,12,6.462,1,5.549,256.98038
377,0,0,0,12,96,32,17,12,0.0,1,5.704,300.06528
378,0,0,0,12,101,33,19,13,0.673,1,5.724,306.12698
379,0,1,1,12,90,35,18,11,0.0,1,5.869,353.8949
380,0,1,1,12,120,48,24,16,3.378,4,6.225,505.223
381,0,0,1,12,120,38,21,16,2.231,0,6.066,430.9534
382,0,1,1,8,108,29,19,12,2.378,3,5.737,310.1326
383,0,1,1,12,99,43,22,13,2.19,4,5.762,317.98367
384,0,1,1,12,80,31,20,11,2.462,1,5.602,270.96786
385,0,1,1,10,93,45,22,11,5.333,3,5.631,278.94092
386,0,0,1,11,118,43,21,13,0.378,1,5.521,249.88478
387,0,0,1,12,115,31,18,11,1.0,1,5.505,245.91849
388,0,0,1,10,119,28,22,16,3.739,0,5.298,199.93651
389,0,0,1,12,94,39,19,12,0.0,1,5.501,244.93672
390,0,1,1,13,109,42,26,16,4.842,0,5.943,381.0764
391,0,0,1,14,104,37,21,13,2.378,1,5.081,160.93489
392,0,0,0,7,89,21,17,11,1.09,1,4.828,124.9608
393,0,0,0,12,101,28,22,12,2.354,3,5.521,249.88478
394,0,0,0,12,96,34,22,16,0.0,1,5.704,300.06528
395,0,1,0,9,109,48,22,12,1.583,1,5.063,158.06403
396,0,1,0,4,94,38,23,12,3.083,4,5.371,215.0778
397,0,0,0,6,115,34,20,12,1.473,2,5.521,249.88478
398,0,1,0,8,92,41,24,12,2.161,3,5.649,284.00735
399,0,0,0,11,71,32,17,9,0.519,1,5.46,235.09743
400,0,1,0,12,130,39,19,11,0.0,1,4.883,132.02614
401,0,0,0,12,119,38,22,16,0.228,1,5.846,345.8483
402,0,0,1,10,74,24,18,9,0.462,1,4.86,129.02422
403,0,1,1,10,124,23,20,15,3.754,1,6.033,416.96405
404,0,1,0,12,94,29,22,14,0.457,1,5.298,199.93651
405,0,1,0,12,120,44,28,16,6.363,4,5.501,244.93672
406,0,1,1,8,96,40,23,11,1.545,1,5.759,317.0311
407,0,0,1,12,98,42,17,12,0.423,1,5.298,199.93651
408,0,0,0,9,109,44,19,12,2.333,2,5.198,180.91005
409,0,0,1,12,100,39,22,17,0.0,0,6.201,493.24216
410,0,0,0,11,101,25,18,12,0.538,1,5.252,190.94775
411,0,1,0,12,111,40,21,16,0.167,1,6.174,480.10257
412,0,1,0,8,106,38,26,16,2.981,5,6.133,460.8165
413,0,1,0,12,102,37,23,12,1.128,2,5.704,300.06528
414,0,0,0,12,115,28,21,14,0.741,1,5.846,345.8483
415,0,1,0,10,99,37,18,12,1.387,1,6.215,500.19608
416,0,1,0,11,118,48,22,16,1.333,2,5.557,259.0446
417,0,0,1,13,132,37,22,13,0.0,1,5.778,323.11227
418,0,0,1,12,108,26,18,13,0.333,1,5.759,317.0311
419,0,0,1,14,98,40,19,12,2.166,2,5.545,255.9546
420,0,0,1,8,111,44,22,12,6.083,1,5.553,258.0104
421,0,1,1,8,79,36,24,11,4.356,4,5.412,224.07935
